Date,Egg_Price
9/4/1980,0.8949
9/5/1980,0.893866667
9/6/1980,0.892833333
9/7/1980,0.8918
9/8/1980,0.890766667
9/9/1980,0.889733333
9/10/1980,0.8887
9/11/1980,0.887666667
9/12/1980,0.886633333
9/13/1980,0.8856
9/14/1980,0.884566667
9/15/1980,0.883533333
9/16/1980,0.8825
9/17/1980,0.881466667
9/18/1980,0.880433333
9/19/1980,0.8794
9/20/1980,0.878366667
9/21/1980,0.877333333
9/22/1980,0.8763
9/23/1980,0.875266667
9/24/1980,0.874233333
9/25/1980,0.8732
9/26/1980,0.872166667
9/27/1980,0.871133333
9/28/1980,0.8701
9/29/1980,0.869066667
9/30/1980,0.868033333
10/1/1980,0.867
10/2/1980,0.868612903
10/3/1980,0.870225806
10/4/1980,0.87183871
10/5/1980,0.873451613
10/6/1980,0.875064516
10/7/1980,0.876677419
10/8/1980,0.878290323
10/9/1980,0.879903226
10/10/1980,0.881516129
10/11/1980,0.883129032
10/12/1980,0.884741935
10/13/1980,0.886354839
10/14/1980,0.887967742
10/15/1980,0.889580645
10/16/1980,0.891193548
10/17/1980,0.892806452
10/18/1980,0.894419355
10/19/1980,0.896032258
10/20/1980,0.897645161
10/21/1980,0.899258065
10/22/1980,0.900870968
10/23/1980,0.902483871
10/24/1980,0.904096774
10/25/1980,0.905709677
10/26/1980,0.907322581
10/27/1980,0.908935484
10/28/1980,0.910548387
10/29/1980,0.91216129
10/30/1980,0.913774194
10/31/1980,0.915387097
11/1/1980,0.917
11/2/1980,0.9208
11/3/1980,0.9246
11/4/1980,0.9284
11/5/1980,0.9322
11/6/1980,0.936
11/7/1980,0.9398
11/8/1980,0.9436
11/9/1980,0.9474
11/10/1980,0.9512
11/11/1980,0.955
11/12/1980,0.9588
11/13/1980,0.9626
11/14/1980,0.9664
11/15/1980,0.9702
11/16/1980,0.974
11/17/1980,0.9778
11/18/1980,0.9816
11/19/1980,0.9854
11/20/1980,0.9892
11/21/1980,0.993
11/22/1980,0.9968
11/23/1980,1.0006
11/24/1980,1.0044
11/25/1980,1.0082
11/26/1980,1.012
11/27/1980,1.0158
11/28/1980,1.0196
11/29/1980,1.0234
11/30/1980,1.0272
12/1/1980,1.031
12/2/1980,1.02816129
12/3/1980,1.025322581
12/4/1980,1.022483871
12/5/1980,1.019645161
12/6/1980,1.016806452
12/7/1980,1.013967742
12/8/1980,1.011129032
12/9/1980,1.008290323
12/10/1980,1.005451613
12/11/1980,1.002612903
12/12/1980,0.999774194
12/13/1980,0.996935484
12/14/1980,0.994096774
12/15/1980,0.991258065
12/16/1980,0.988419355
12/17/1980,0.985580645
12/18/1980,0.982741935
12/19/1980,0.979903226
12/20/1980,0.977064516
12/21/1980,0.974225806
12/22/1980,0.971387097
12/23/1980,0.968548387
12/24/1980,0.965709677
12/25/1980,0.962870968
12/26/1980,0.960032258
12/27/1980,0.957193548
12/28/1980,0.954354839
12/29/1980,0.951516129
12/30/1980,0.948677419
12/31/1980,0.94583871
1/1/1981,0.943
1/2/1981,0.942387097
1/3/1981,0.941774194
1/4/1981,0.94116129
1/5/1981,0.940548387
1/6/1981,0.939935484
1/7/1981,0.939322581
1/8/1981,0.938709677
1/9/1981,0.938096774
1/10/1981,0.937483871
1/11/1981,0.936870968
1/12/1981,0.936258065
1/13/1981,0.935645161
1/14/1981,0.935032258
1/15/1981,0.934419355
1/16/1981,0.933806452
1/17/1981,0.933193548
1/18/1981,0.932580645
1/19/1981,0.931967742
1/20/1981,0.931354839
1/21/1981,0.930741935
1/22/1981,0.930129032
1/23/1981,0.929516129
1/24/1981,0.928903226
1/25/1981,0.928290323
1/26/1981,0.927677419
1/27/1981,0.927064516
1/28/1981,0.926451613
1/29/1981,0.92583871
1/30/1981,0.925225806
1/31/1981,0.924612903
2/1/1981,0.924
2/2/1981,0.92225
2/3/1981,0.9205
2/4/1981,0.91875
2/5/1981,0.917
2/6/1981,0.91525
2/7/1981,0.9135
2/8/1981,0.91175
2/9/1981,0.91
2/10/1981,0.90825
2/11/1981,0.9065
2/12/1981,0.90475
2/13/1981,0.903
2/14/1981,0.90125
2/15/1981,0.8995
2/16/1981,0.89775
2/17/1981,0.896
2/18/1981,0.89425
2/19/1981,0.8925
2/20/1981,0.89075
2/21/1981,0.889
2/22/1981,0.88725
2/23/1981,0.8855
2/24/1981,0.88375
2/25/1981,0.882
2/26/1981,0.88025
2/27/1981,0.8785
2/28/1981,0.87675
3/1/1981,0.875
3/2/1981,0.875935484
3/3/1981,0.876870968
3/4/1981,0.877806452
3/5/1981,0.878741935
3/6/1981,0.879677419
3/7/1981,0.880612903
3/8/1981,0.881548387
3/9/1981,0.882483871
3/10/1981,0.883419355
3/11/1981,0.884354839
3/12/1981,0.885290323
3/13/1981,0.886225806
3/14/1981,0.88716129
3/15/1981,0.888096774
3/16/1981,0.889032258
3/17/1981,0.889967742
3/18/1981,0.890903226
3/19/1981,0.89183871
3/20/1981,0.892774194
3/21/1981,0.893709677
3/22/1981,0.894645161
3/23/1981,0.895580645
3/24/1981,0.896516129
3/25/1981,0.897451613
3/26/1981,0.898387097
3/27/1981,0.899322581
3/28/1981,0.900258065
3/29/1981,0.901193548
3/30/1981,0.902129032
3/31/1981,0.903064516
4/1/1981,0.904
4/2/1981,0.901733333
4/3/1981,0.899466667
4/4/1981,0.8972
4/5/1981,0.894933333
4/6/1981,0.892666667
4/7/1981,0.8904
4/8/1981,0.888133333
4/9/1981,0.885866667
4/10/1981,0.8836
4/11/1981,0.881333333
4/12/1981,0.879066667
4/13/1981,0.8768
4/14/1981,0.874533333
4/15/1981,0.872266667
4/16/1981,0.87
4/17/1981,0.867733333
4/18/1981,0.865466667
4/19/1981,0.8632
4/20/1981,0.860933333
4/21/1981,0.858666667
4/22/1981,0.8564
4/23/1981,0.854133333
4/24/1981,0.851866667
4/25/1981,0.8496
4/26/1981,0.847333333
4/27/1981,0.845066667
4/28/1981,0.8428
4/29/1981,0.840533333
4/30/1981,0.838266667
5/1/1981,0.836
5/2/1981,0.836516129
5/3/1981,0.837032258
5/4/1981,0.837548387
5/5/1981,0.838064516
5/6/1981,0.838580645
5/7/1981,0.839096774
5/8/1981,0.839612903
5/9/1981,0.840129032
5/10/1981,0.840645161
5/11/1981,0.84116129
5/12/1981,0.841677419
5/13/1981,0.842193548
5/14/1981,0.842709677
5/15/1981,0.843225806
5/16/1981,0.843741935
5/17/1981,0.844258065
5/18/1981,0.844774194
5/19/1981,0.845290323
5/20/1981,0.845806452
5/21/1981,0.846322581
5/22/1981,0.84683871
5/23/1981,0.847354839
5/24/1981,0.847870968
5/25/1981,0.848387097
5/26/1981,0.848903226
5/27/1981,0.849419355
5/28/1981,0.849935484
5/29/1981,0.850451613
5/30/1981,0.850967742
5/31/1981,0.851483871
6/1/1981,0.852
6/2/1981,0.852266667
6/3/1981,0.852533333
6/4/1981,0.8528
6/5/1981,0.853066667
6/6/1981,0.853333333
6/7/1981,0.8536
6/8/1981,0.853866667
6/9/1981,0.854133333
6/10/1981,0.8544
6/11/1981,0.854666667
6/12/1981,0.854933333
6/13/1981,0.8552
6/14/1981,0.855466667
6/15/1981,0.855733333
6/16/1981,0.856
6/17/1981,0.856266667
6/18/1981,0.856533333
6/19/1981,0.8568
6/20/1981,0.857066667
6/21/1981,0.857333333
6/22/1981,0.8576
6/23/1981,0.857866667
6/24/1981,0.858133333
6/25/1981,0.8584
6/26/1981,0.858666667
6/27/1981,0.858933333
6/28/1981,0.8592
6/29/1981,0.859466667
6/30/1981,0.859733333
7/1/1981,0.86
7/2/1981,0.860258065
7/3/1981,0.860516129
7/4/1981,0.860774194
7/5/1981,0.861032258
7/6/1981,0.861290323
7/7/1981,0.861548387
7/8/1981,0.861806452
7/9/1981,0.862064516
7/10/1981,0.862322581
7/11/1981,0.862580645
7/12/1981,0.86283871
7/13/1981,0.863096774
7/14/1981,0.863354839
7/15/1981,0.863612903
7/16/1981,0.863870968
7/17/1981,0.864129032
7/18/1981,0.864387097
7/19/1981,0.864645161
7/20/1981,0.864903226
7/21/1981,0.86516129
7/22/1981,0.865419355
7/23/1981,0.865677419
7/24/1981,0.865935484
7/25/1981,0.866193548
7/26/1981,0.866451613
7/27/1981,0.866709677
7/28/1981,0.866967742
7/29/1981,0.867225806
7/30/1981,0.867483871
7/31/1981,0.867741935
8/1/1981,0.868
8/2/1981,0.869516129
8/3/1981,0.871032258
8/4/1981,0.872548387
8/5/1981,0.874064516
8/6/1981,0.875580645
8/7/1981,0.877096774
8/8/1981,0.878612903
8/9/1981,0.880129032
8/10/1981,0.881645161
8/11/1981,0.88316129
8/12/1981,0.884677419
8/13/1981,0.886193548
8/14/1981,0.887709677
8/15/1981,0.889225806
8/16/1981,0.890741935
8/17/1981,0.892258065
8/18/1981,0.893774194
8/19/1981,0.895290323
8/20/1981,0.896806452
8/21/1981,0.898322581
8/22/1981,0.89983871
8/23/1981,0.901354839
8/24/1981,0.902870968
8/25/1981,0.904387097
8/26/1981,0.905903226
8/27/1981,0.907419355
8/28/1981,0.908935484
8/29/1981,0.910451613
8/30/1981,0.911967742
8/31/1981,0.913483871
9/1/1981,0.915
9/2/1981,0.914433333
9/3/1981,0.913866667
9/4/1981,0.9133
9/5/1981,0.912733333
9/6/1981,0.912166667
9/7/1981,0.9116
9/8/1981,0.911033333
9/9/1981,0.910466667
9/10/1981,0.9099
9/11/1981,0.909333333
9/12/1981,0.908766667
9/13/1981,0.9082
9/14/1981,0.907633333
9/15/1981,0.907066667
9/16/1981,0.9065
9/17/1981,0.905933333
9/18/1981,0.905366667
9/19/1981,0.9048
9/20/1981,0.904233333
9/21/1981,0.903666667
9/22/1981,0.9031
9/23/1981,0.902533333
9/24/1981,0.901966667
9/25/1981,0.9014
9/26/1981,0.900833333
9/27/1981,0.900266667
9/28/1981,0.8997
9/29/1981,0.899133333
9/30/1981,0.898566667
10/1/1981,0.898
10/2/1981,0.899451613
10/3/1981,0.900903226
10/4/1981,0.902354839
10/5/1981,0.903806452
10/6/1981,0.905258065
10/7/1981,0.906709677
10/8/1981,0.90816129
10/9/1981,0.909612903
10/10/1981,0.911064516
10/11/1981,0.912516129
10/12/1981,0.913967742
10/13/1981,0.915419355
10/14/1981,0.916870968
10/15/1981,0.918322581
10/16/1981,0.919774194
10/17/1981,0.921225806
10/18/1981,0.922677419
10/19/1981,0.924129032
10/20/1981,0.925580645
10/21/1981,0.927032258
10/22/1981,0.928483871
10/23/1981,0.929935484
10/24/1981,0.931387097
10/25/1981,0.93283871
10/26/1981,0.934290323
10/27/1981,0.935741935
10/28/1981,0.937193548
10/29/1981,0.938645161
10/30/1981,0.940096774
10/31/1981,0.941548387
11/1/1981,0.943
11/2/1981,0.943766667
11/3/1981,0.944533333
11/4/1981,0.9453
11/5/1981,0.946066667
11/6/1981,0.946833333
11/7/1981,0.9476
11/8/1981,0.948366667
11/9/1981,0.949133333
11/10/1981,0.9499
11/11/1981,0.950666667
11/12/1981,0.951433333
11/13/1981,0.9522
11/14/1981,0.952966667
11/15/1981,0.953733333
11/16/1981,0.9545
11/17/1981,0.955266667
11/18/1981,0.956033333
11/19/1981,0.9568
11/20/1981,0.957566667
11/21/1981,0.958333333
11/22/1981,0.9591
11/23/1981,0.959866667
11/24/1981,0.960633333
11/25/1981,0.9614
11/26/1981,0.962166667
11/27/1981,0.962933333
11/28/1981,0.9637
11/29/1981,0.964466667
11/30/1981,0.965233333
12/1/1981,0.966
12/2/1981,0.964677419
12/3/1981,0.963354839
12/4/1981,0.962032258
12/5/1981,0.960709677
12/6/1981,0.959387097
12/7/1981,0.958064516
12/8/1981,0.956741935
12/9/1981,0.955419355
12/10/1981,0.954096774
12/11/1981,0.952774194
12/12/1981,0.951451613
12/13/1981,0.950129032
12/14/1981,0.948806452
12/15/1981,0.947483871
12/16/1981,0.94616129
12/17/1981,0.94483871
12/18/1981,0.943516129
12/19/1981,0.942193548
12/20/1981,0.940870968
12/21/1981,0.939548387
12/22/1981,0.938225806
12/23/1981,0.936903226
12/24/1981,0.935580645
12/25/1981,0.934258065
12/26/1981,0.932935484
12/27/1981,0.931612903
12/28/1981,0.930290323
12/29/1981,0.928967742
12/30/1981,0.927645161
12/31/1981,0.926322581
1/1/1982,0.925
1/2/1982,0.927645161
1/3/1982,0.930290323
1/4/1982,0.932935484
1/5/1982,0.935580645
1/6/1982,0.938225806
1/7/1982,0.940870968
1/8/1982,0.943516129
1/9/1982,0.94616129
1/10/1982,0.948806452
1/11/1982,0.951451613
1/12/1982,0.954096774
1/13/1982,0.956741935
1/14/1982,0.959387097
1/15/1982,0.962032258
1/16/1982,0.964677419
1/17/1982,0.967322581
1/18/1982,0.969967742
1/19/1982,0.972612903
1/20/1982,0.975258065
1/21/1982,0.977903226
1/22/1982,0.980548387
1/23/1982,0.983193548
1/24/1982,0.98583871
1/25/1982,0.988483871
1/26/1982,0.991129032
1/27/1982,0.993774194
1/28/1982,0.996419355
1/29/1982,0.999064516
1/30/1982,1.001709677
1/31/1982,1.004354839
2/1/1982,1.007
2/2/1982,1.005035714
2/3/1982,1.003071429
2/4/1982,1.001107143
2/5/1982,0.999142857
2/6/1982,0.997178571
2/7/1982,0.995214286
2/8/1982,0.99325
2/9/1982,0.991285714
2/10/1982,0.989321429
2/11/1982,0.987357143
2/12/1982,0.985392857
2/13/1982,0.983428571
2/14/1982,0.981464286
2/15/1982,0.9795
2/16/1982,0.977535714
2/17/1982,0.975571429
2/18/1982,0.973607143
2/19/1982,0.971642857
2/20/1982,0.969678571
2/21/1982,0.967714286
2/22/1982,0.96575
2/23/1982,0.963785714
2/24/1982,0.961821429
2/25/1982,0.959857143
2/26/1982,0.957892857
2/27/1982,0.955928571
2/28/1982,0.953964286
3/1/1982,0.952
3/2/1982,0.950193548
3/3/1982,0.948387097
3/4/1982,0.946580645
3/5/1982,0.944774194
3/6/1982,0.942967742
3/7/1982,0.94116129
3/8/1982,0.939354839
3/9/1982,0.937548387
3/10/1982,0.935741935
3/11/1982,0.933935484
3/12/1982,0.932129032
3/13/1982,0.930322581
3/14/1982,0.928516129
3/15/1982,0.926709677
3/16/1982,0.924903226
3/17/1982,0.923096774
3/18/1982,0.921290323
3/19/1982,0.919483871
3/20/1982,0.917677419
3/21/1982,0.915870968
3/22/1982,0.914064516
3/23/1982,0.912258065
3/24/1982,0.910451613
3/25/1982,0.908645161
3/26/1982,0.90683871
3/27/1982,0.905032258
3/28/1982,0.903225806
3/29/1982,0.901419355
3/30/1982,0.899612903
3/31/1982,0.897806452
4/1/1982,0.896
4/2/1982,0.8942
4/3/1982,0.8924
4/4/1982,0.8906
4/5/1982,0.8888
4/6/1982,0.887
4/7/1982,0.8852
4/8/1982,0.8834
4/9/1982,0.8816
4/10/1982,0.8798
4/11/1982,0.878
4/12/1982,0.8762
4/13/1982,0.8744
4/14/1982,0.8726
4/15/1982,0.8708
4/16/1982,0.869
4/17/1982,0.8672
4/18/1982,0.8654
4/19/1982,0.8636
4/20/1982,0.8618
4/21/1982,0.86
4/22/1982,0.8582
4/23/1982,0.8564
4/24/1982,0.8546
4/25/1982,0.8528
4/26/1982,0.851
4/27/1982,0.8492
4/28/1982,0.8474
4/29/1982,0.8456
4/30/1982,0.8438
5/1/1982,0.842
5/2/1982,0.840096774
5/3/1982,0.838193548
5/4/1982,0.836290323
5/5/1982,0.834387097
5/6/1982,0.832483871
5/7/1982,0.830580645
5/8/1982,0.828677419
5/9/1982,0.826774194
5/10/1982,0.824870968
5/11/1982,0.822967742
5/12/1982,0.821064516
5/13/1982,0.81916129
5/14/1982,0.817258065
5/15/1982,0.815354839
5/16/1982,0.813451613
5/17/1982,0.811548387
5/18/1982,0.809645161
5/19/1982,0.807741935
5/20/1982,0.80583871
5/21/1982,0.803935484
5/22/1982,0.802032258
5/23/1982,0.800129032
5/24/1982,0.798225806
5/25/1982,0.796322581
5/26/1982,0.794419355
5/27/1982,0.792516129
5/28/1982,0.790612903
5/29/1982,0.788709677
5/30/1982,0.786806452
5/31/1982,0.784903226
6/1/1982,0.783
6/2/1982,0.785266667
6/3/1982,0.787533333
6/4/1982,0.7898
6/5/1982,0.792066667
6/6/1982,0.794333333
6/7/1982,0.7966
6/8/1982,0.798866667
6/9/1982,0.801133333
6/10/1982,0.8034
6/11/1982,0.805666667
6/12/1982,0.807933333
6/13/1982,0.8102
6/14/1982,0.812466667
6/15/1982,0.814733333
6/16/1982,0.817
6/17/1982,0.819266667
6/18/1982,0.821533333
6/19/1982,0.8238
6/20/1982,0.826066667
6/21/1982,0.828333333
6/22/1982,0.8306
6/23/1982,0.832866667
6/24/1982,0.835133333
6/25/1982,0.8374
6/26/1982,0.839666667
6/27/1982,0.841933333
6/28/1982,0.8442
6/29/1982,0.846466667
6/30/1982,0.848733333
7/1/1982,0.851
7/2/1982,0.848645161
7/3/1982,0.846290323
7/4/1982,0.843935484
7/5/1982,0.841580645
7/6/1982,0.839225806
7/7/1982,0.836870968
7/8/1982,0.834516129
7/9/1982,0.83216129
7/10/1982,0.829806452
7/11/1982,0.827451613
7/12/1982,0.825096774
7/13/1982,0.822741935
7/14/1982,0.820387097
7/15/1982,0.818032258
7/16/1982,0.815677419
7/17/1982,0.813322581
7/18/1982,0.810967742
7/19/1982,0.808612903
7/20/1982,0.806258065
7/21/1982,0.803903226
7/22/1982,0.801548387
7/23/1982,0.799193548
7/24/1982,0.79683871
7/25/1982,0.794483871
7/26/1982,0.792129032
7/27/1982,0.789774194
7/28/1982,0.787419355
7/29/1982,0.785064516
7/30/1982,0.782709677
7/31/1982,0.780354839
8/1/1982,0.778
8/2/1982,0.780387097
8/3/1982,0.782774194
8/4/1982,0.78516129
8/5/1982,0.787548387
8/6/1982,0.789935484
8/7/1982,0.792322581
8/8/1982,0.794709677
8/9/1982,0.797096774
8/10/1982,0.799483871
8/11/1982,0.801870968
8/12/1982,0.804258065
8/13/1982,0.806645161
8/14/1982,0.809032258
8/15/1982,0.811419355
8/16/1982,0.813806452
8/17/1982,0.816193548
8/18/1982,0.818580645
8/19/1982,0.820967742
8/20/1982,0.823354839
8/21/1982,0.825741935
8/22/1982,0.828129032
8/23/1982,0.830516129
8/24/1982,0.832903226
8/25/1982,0.835290323
8/26/1982,0.837677419
8/27/1982,0.840064516
8/28/1982,0.842451613
8/29/1982,0.84483871
8/30/1982,0.847225806
8/31/1982,0.849612903
9/1/1982,0.852
9/2/1982,0.852066667
9/3/1982,0.852133333
9/4/1982,0.8522
9/5/1982,0.852266667
9/6/1982,0.852333333
9/7/1982,0.8524
9/8/1982,0.852466667
9/9/1982,0.852533333
9/10/1982,0.8526
9/11/1982,0.852666667
9/12/1982,0.852733333
9/13/1982,0.8528
9/14/1982,0.852866667
9/15/1982,0.852933333
9/16/1982,0.853
9/17/1982,0.853066667
9/18/1982,0.853133333
9/19/1982,0.8532
9/20/1982,0.853266667
9/21/1982,0.853333333
9/22/1982,0.8534
9/23/1982,0.853466667
9/24/1982,0.853533333
9/25/1982,0.8536
9/26/1982,0.853666667
9/27/1982,0.853733333
9/28/1982,0.8538
9/29/1982,0.853866667
9/30/1982,0.853933333
10/1/1982,0.854
10/2/1982,0.85383871
10/3/1982,0.853677419
10/4/1982,0.853516129
10/5/1982,0.853354839
10/6/1982,0.853193548
10/7/1982,0.853032258
10/8/1982,0.852870968
10/9/1982,0.852709677
10/10/1982,0.852548387
10/11/1982,0.852387097
10/12/1982,0.852225806
10/13/1982,0.852064516
10/14/1982,0.851903226
10/15/1982,0.851741935
10/16/1982,0.851580645
10/17/1982,0.851419355
10/18/1982,0.851258065
10/19/1982,0.851096774
10/20/1982,0.850935484
10/21/1982,0.850774194
10/22/1982,0.850612903
10/23/1982,0.850451613
10/24/1982,0.850290323
10/25/1982,0.850129032
10/26/1982,0.849967742
10/27/1982,0.849806452
10/28/1982,0.849645161
10/29/1982,0.849483871
10/30/1982,0.849322581
10/31/1982,0.84916129
11/1/1982,0.849
11/2/1982,0.8478
11/3/1982,0.8466
11/4/1982,0.8454
11/5/1982,0.8442
11/6/1982,0.843
11/7/1982,0.8418
11/8/1982,0.8406
11/9/1982,0.8394
11/10/1982,0.8382
11/11/1982,0.837
11/12/1982,0.8358
11/13/1982,0.8346
11/14/1982,0.8334
11/15/1982,0.8322
11/16/1982,0.831
11/17/1982,0.8298
11/18/1982,0.8286
11/19/1982,0.8274
11/20/1982,0.8262
11/21/1982,0.825
11/22/1982,0.8238
11/23/1982,0.8226
11/24/1982,0.8214
11/25/1982,0.8202
11/26/1982,0.819
11/27/1982,0.8178
11/28/1982,0.8166
11/29/1982,0.8154
11/30/1982,0.8142
12/1/1982,0.813
12/2/1982,0.813258065
12/3/1982,0.813516129
12/4/1982,0.813774194
12/5/1982,0.814032258
12/6/1982,0.814290323
12/7/1982,0.814548387
12/8/1982,0.814806452
12/9/1982,0.815064516
12/10/1982,0.815322581
12/11/1982,0.815580645
12/12/1982,0.81583871
12/13/1982,0.816096774
12/14/1982,0.816354839
12/15/1982,0.816612903
12/16/1982,0.816870968
12/17/1982,0.817129032
12/18/1982,0.817387097
12/19/1982,0.817645161
12/20/1982,0.817903226
12/21/1982,0.81816129
12/22/1982,0.818419355
12/23/1982,0.818677419
12/24/1982,0.818935484
12/25/1982,0.819193548
12/26/1982,0.819451613
12/27/1982,0.819709677
12/28/1982,0.819967742
12/29/1982,0.820225806
12/30/1982,0.820483871
12/31/1982,0.820741935
1/1/1983,0.821
1/2/1983,0.820129032
1/3/1983,0.819258065
1/4/1983,0.818387097
1/5/1983,0.817516129
1/6/1983,0.816645161
1/7/1983,0.815774194
1/8/1983,0.814903226
